module_genes	seed	module_score	node_score	edge_score	n_edges	z_perm
SEPT4 SEPT7	SEPT4	4.881018482098912	1.9244744820989117	2.956544	1	2.2859807002942074
ACTB PHB	PHB	3.8333686971756924	1.4498416237439822	2.38352707343171	1	1.3586154065049285
AMN APOA1 APOC3 HPR	HPR	8.337055007034476	5.16584089389675	3.1712141131377263	3	4.0448873032223505
ARL6IP4 C1orf35 GRB2 PIK3R2	C1orf35	11.858543420298794	9.567188165980166	2.291355254318628	3	6.499308274210201
CHERP GADD45G LUC7L	GADD45G	8.436281843211251	6.036378355926699	2.399903487284552	2	4.520444521502868
BCL10 ICA1 KRT33B TAB1	ICA1	8.807590592047765	6.783927772195852	2.023662819851912	3	4.259871788638115
NCSTN SART1 WDR18	WDR18	7.824240674651029	6.59465018595953	1.2295904886915	2	4.1038095291010945
DCP1B HSPA1L METTL21B PNRC1 STIL	STIL	12.366418979658084	9.810952002446859	2.555466977211225	4	7.025757477490052
CADPS CLIP1 TTLL10	TTLL10	5.532142630000985	4.192745913433346	1.3393967165676393	2	2.251832375910513
HSD17B8 MRPS2	HSD17B8	8.897811837980678	5.537440318713828	3.36037151926685	1	4.590766944775242
FCRL3 SCNN1A TRIM47 TSG101	TRIM47	12.946898621809986	9.16961876009083	3.7772798617191556	3	7.0388498883377615
IGF2BP3 MED20 RPL6	IGF2BP3	7.788134639171604	4.34678268412402	3.441351955047584	2	3.897846561536519
LTBR NFATC2IP TRAF3	NFATC2IP	9.789136097726804	7.2904627189500575	2.498673378776746	2	5.044588082377852
EWSR1 RPS10P7 SMTN	RPS10P7	6.5186464478026505	3.7476908704439316	2.7709555773587184	2	3.115939721280031
ATXN1 GMEB2 HSPA1A UBE2E3	GMEB2	11.331000754228535	7.776266614952215	3.55473413927632	3	6.215388505965066
HIST1H3E HIST1H4E PHF1	HIST1H4E	11.853258929929018	9.50644135050916	2.346817579419857	2	6.606880052037342
ALKBH4 EP300	ALKBH4	3.4224783866799577	3.2570581338757787	0.165420252804179	1	1.2184631387901852
EPPK1 G3BP1 IFI30 IL7R UTP18	UTP18	12.257975374742962	9.679219286799556	2.578756087943408	4	6.260314033999616
BAG6 C2orf88 FBXO7 ORC3 SLC8A1	SLC8A1	12.145700849611167	7.5680542975673655	4.5776465520438006	4	6.031630268612163
MTNR1A PRELID1	PRELID1	7.142036258206141	5.881751390281971	1.26028486792417	1	3.6124901660932225
BRD2 DHODH HNRNPM JAK2 STAT3	DHODH	12.618238400542207	10.383447542017395	2.234790858524813	4	6.684315374027871
BAG6 DDX42 DRG1 RPS6KA4 RUVBL2 TRIM14	RPS6KA4	14.747890011912896	9.339561842534192	5.408328169378704	5	7.177252631174318
BAG6 DHX34 GSK3B MAPK1 MYB	DHX34	14.005260088641654	9.985566210134609	4.019693878507045	4	7.54049860230305
EPS15L1 PADI1 SBNO1 ZFP36L2	PADI1	8.511490729586757	7.14135644207623	1.370134287510529	3	4.133290393023498
ARHGAP31 CDC42 DOCK7 GNB1 PRPSAP2	PRPSAP2	10.813552871253343	6.48137829379214	4.332174577461202	4	5.454127766283109
IMMT LYPLA2 PIH1D1 TXNDC9	TXNDC9	9.447011892095642	5.230082537146215	4.2169293549494276	3	4.905977066023023
HHEX KRTAP10-5 LIMS2 REL ZNF417	LIMS2	10.822922645860338	7.9030751169803555	2.9198475288799814	4	5.478527426156214
BAG6 NDUFA9 SCO1 TIMMDC1 TRIM14	TIMMDC1	11.577359448359003	8.746794660533752	2.8305647878252507	5	5.994602824375134
HDAC10 LYPLA2 PI4K2B PIH1D1	PI4K2B	9.733673491653136	5.9215620616075295	3.812111430045606	3	4.991767549145597
CHEK2 MAPK1 MYB	MAPK1	13.019415558336792	8.77720832376761	4.242207234569182	2	7.626540110989892
KAT5 MORF4L1 SLX1A TOP3A	MORF4L1	11.128078673909515	9.09846635616914	2.029612317740374	3	5.766411627277243
EGFR FCRL3 ILF3 QSOX2 VARS	ILF3	12.903599298906817	9.298628727750822	3.604970571155995	4	7.099545090708338
FBXO46 MYO18A NPEPPS TPM1 ZNF746	FBXO46	10.961898425888984	7.401532555268739	3.560365870620245	4	5.590820406079219
CISD2 PLA2G3 PVR	PVR	9.590938190802886	6.728022578277875	2.8629156125250126	2	5.079579286830451
CD5 CD6	CD5	7.187721217169844	6.8537447797173865	0.333976437452457	1	3.747147337912059
CDC34 HSPA1A KEAP1 KIFC1 RANGAP1	CDC34	14.853645282162844	11.575472946430624	3.27817233573222	4	8.610347187932126
BAG6 CRELD2 KIF21B SERPINH1 WISP3 ZPBP2	WISP3	11.588698878487037	9.531699378413402	2.0569995000736347	5	5.693051977010407
ATP6V0A1 ESR2 IRF2BP1 NSUN5	NSUN5	7.500241622304867	4.8387201789897745	2.6615214433150927	3	3.406352287493448
DNMT3L HDAC1 KLF12 SPI1 STAT1	KLF12	9.933899325473444	6.436504120778677	3.497395204694766	4	4.739254113455737
CDC34 GCA HSPA1A ICMT KEAP1	GCA	11.25274969582844	8.764451503461475	2.488298192366965	4	5.824331974574938
C6orf132 DCPS LSM2	C6orf132	8.687645439724944	7.497725249803967	1.1899201899209777	2	4.891532843649122
GKAP1 MFAP1 NAF1 SART1	GKAP1	7.323003352470824	5.523118261172492	1.7998850912983317	3	3.3362786507259616
BAG6 OS9 RPN1 SND1	SND1	13.540134041077115	9.812920752291745	3.7272132887853693	3	7.482834080604544
HNRNPK PLCG1 RBMS2 SRSF3 THEMIS	RBMS2	11.855043230106181	7.153578452245432	4.70146477786075	4	6.099031647556759
LIPG OS9 RAB5C TCTN1 TMED10	LIPG	9.80046112193038	6.92830380401105	2.872157317919331	4	4.8458913568606325
LYPLA2 PIH1D1 UBASH3A UBE2L3	UBASH3A	9.552386706898425	5.41287580752418	4.139510899374246	3	5.055325054438093
CLTC HDAC7 HLA-DRA LIMA1 MPRIP	MPRIP	12.036687448938094	8.781043933152414	3.25564351578568	4	6.251407730613713
PPP1R1A ZNF146 ZPBP2	ZPBP2	6.119443653705918	4.8783720365219665	1.2410716171839513	2	2.747233222633723
APP DNAJB7 ROBO3 SDF4	ROBO3	8.19770293536178	4.699564370851635	3.4981385645101453	3	3.896027152974488
APP DNAJB7 SDF4 TP53TG5	TP53TG5	7.364655744564525	4.406393637863484	2.958262106701039	3	3.4791581678781855
DNAJB11 HSPA1A	DNAJB11	9.67497485704569	7.5211711389022495	2.15380371814344	1	5.4092079054818
H1FNT MBLAC1	H1FNT	2.9757695716004484	2.8588426076402946	0.116926963960154	1	0.7742945347516045
CCT6A COPS3 DDA1 DDB2 HSPA1L METTL21B	DDA1	14.888773817604909	11.66995952699071	3.2188142906142	6	8.101874708844942
CHAF1A EP300 N4BP2 OS9 SETD2	N4BP2	12.094292045190407	8.504800587272097	3.5894914579183097	4	6.566740129868046
ELAVL1 PIGN SLC30A7	PIGN	9.918549191301047	6.360857273058494	3.557691918242552	2	5.3373702719857725
ASAP3 DAXX GOLGA2 SCFD1	ASAP3	10.055250823245146	5.079787187634517	4.9754636356106285	3	5.002943381053128
AGAP2 HAVCR2 HLA-DRA PLCG1	HAVCR2	14.15439841182593	10.34186789894004	3.81253051288589	3	7.811700788244932
C3 ITGAX RELA	ITGAX	8.084319536722422	6.808521537145815	1.2757979995766078	2	3.9552857454902917
ATG16L2 ATG5 HSPA1L MAPK1 MAPK3 SNCA	ATG16L2	13.18082271652	10.80052165056821	2.3803010659517896	6	6.73157745287834
CDX2 CUX1 FOXE1	CUX1	6.548524619731301	3.8583394398417137	2.690185179889588	2	3.013761249170469
CASP8 MAPK1 PRDX6 TMEM219	PRDX6	12.296617869923193	8.201717179146119	4.094900690777075	4	6.929749157003034
MFAP2 MFAP4	MFAP2	4.006349312780653	2.584066575715873	1.42228273706478	1	1.5572073804662572
CDH1 DRG1 FAM126A MAST3 TRIM14	FAM126A	12.676174873783935	8.194368230503963	4.481806643279972	4	6.525285737429647
LYPLA2 PIH1D1 PIP4K2C SKP1 YAF2	YAF2	12.995816940566117	8.150652269205642	4.845164671360475	4	6.939191421601608
ANTXR1 B4GALNT4 MYO19 PC	ANTXR1	9.96271474940485	6.759782316438729	3.202932432966121	3	5.2794860899562455
ARNT PEAK1 POLR2E PPP1CA	PEAK1	7.813942327668371	4.4905368716142045	3.3234054560541653	3	3.6053486476931584
DDX42 NTHL1 NXF1 RPS6KA4	NTHL1	7.1970745337338595	4.1835345251401455	3.013540008593714	3	3.1897265011365374
LRFN3 TDGF1	LRFN3	3.6592987476080268	1.8591103693072166	1.80018837830081	1	1.340856312816192
CHAF1A EP300 MAML3 OS9 SETD2	MAML3	11.983109140956742	8.14084710740338	3.84226203355336	4	6.623729384963294
BAG6 RBBP4 TRIM14 TSSK3	TSSK3	11.062555072838764	8.095681121115707	2.966873951723059	3	5.7639727798966005
ATXN2 BAG6 RBFOX1 RBFOX2 UNK	ATXN2	11.223296107987695	7.77065750120317	3.452638606784527	5	5.805877304204798
CORO1A FMNL1 THOC5 VARS	FMNL1	10.231383590668141	8.848561018116616	1.3828225725515255	3	5.298593507002101
DAXX HIST1H3A HIST1H4H KIF22	KIF22	10.663447246406509	7.6669937340716	2.9964535123349094	4	5.964530798378555
AGAP2 AKT1 PLCG1 PPP2R5C	PPP2R5C	11.324551298056678	6.909755272607471	4.414796025449205	4	6.117700372514614
DYNLL1 GOLGB1 MTPAP	MTPAP	7.024607270424334	5.81852516870192	1.2060821017224133	2	3.4718406775153015
HIST1H3A JAZF1 MBTD1 YEATS4	JAZF1	8.24581196205265	5.011588481744065	3.2342234803085854	3	4.006184033278736
ADRA1B HDAC1 SPI1 STAT1	ADRA1B	9.80133902910806	6.39738264023804	3.40395638887002	3	4.73617374433339
HIST1H3D HIST1H3E HIST1H3F HIST1H3J MEAF6	MEAF6	13.656844147475503	8.875073893756415	4.781770253719088	7	7.560503492625427
KNG1 STAT3	KNG1	6.53943282156564	6.435262595311841	0.104170226253799	1	3.2712502820593365
HDAC1 SPI1 STAT1	STAT1	9.795776620718433	6.124957134639799	3.670819486078635	2	5.022918052718126
MARCKSL1 SMCR8 TMEM17	TMEM17	7.376259795959924	6.236638265924493	1.1396215300354304	2	3.4895742691064444
HSP90B1 KIAA1468 LYPLA2 PIH1D1	KIAA1468	8.098340349232377	5.052943995316241	3.0453963539161375	3	3.9081192998945067
CD3D DYNC1I2 VCAM1 VCP	DYNC1I2	10.12767662468908	5.8906679296087745	4.2370086950803065	3	5.542368822670844
ABI2 DCTN2 MARCKSL1	ABI2	6.509823518510676	5.575164875781167	0.9346586427295097	2	2.994892320653888
CLTC HIST1H1D MAP1LC3B VCAM1	MAP1LC3B	11.614865367486843	7.909965922006306	3.704899445480538	3	6.193438131069796
IL3 JAK2 STAT3	IL3	10.527659811533535	7.7708118641634805	2.7568479473700545	2	5.943251746249091
BTG1 KLC1 ORC3 SKP1	BTG1	10.519841883552214	5.956756001154551	4.563085882397665	3	5.552878759113597
FBLN5 KIAA1683 SOD3 TOP3B	SOD3	9.307288954929046	7.3522358684443505	1.9550530864846956	3	4.704165723966566
RBM42 RBM45	RBM42	2.9257684798567487	1.6926963662590389	1.23307211359771	1	0.8702088765312656
DCPS LSM2 MYO1G	MYO1G	8.340006769216314	7.065933690769801	1.274073078446513	2	4.426734586361933
C14orf1 LSM2 POLE2 SART1	C14orf1	9.101148370166396	8.566717325761804	0.5344310444045925	3	4.668741010383008
CGA CGB	CGB	5.203747634958284	4.588358842912578	0.615388792045706	1	2.3696010686135742
FCRL3 KCNN4 SCNN1A TSG101	KCNN4	11.766781617066183	8.37371729392879	3.3930643231373936	3	6.217828262434124
DUSP10 MAPK1 MAPK3 MYB SNX2 SNX32	SNX2	13.500998399355437	9.900706685601655	3.6002917137537818	5	7.5212958599745425
CCT6A KATNB1 METTL21B PFDN4	PFDN4	12.255121955472944	9.073799905937346	3.181322049535599	3	6.576649779688938
UCK2 UPP1	UCK2	5.2931784033455	2.773329403345501	2.519849	1	2.5710848150764387
HIST1H1D KIAA1109 LGALS1 SLAMF7 VCAM1 ZNF131	KIAA1109	9.251160237285314	7.463412639052309	1.7877475982330053	5	4.454373042458593
BANF1 CCT6A DDB2 GLS2 METTL21B SET	GLS2	12.804981891321038	10.054798954699715	2.750182936621323	5	6.749890652748595
AZU1 CASP8 HDAC7 MAPK1 TMEM219 ZYG11B	AZU1	13.567929397701661	8.745987578221076	4.821941819480586	5	7.133935311358033
ATXN1 HSPA1A SAE1 ST13	ST13	12.070634070845939	9.621397826284841	2.4492362445610993	3	6.488507726777763
AIG1 SEC22B	AIG1	2.8652964550192124	1.8757966011997276	0.989499853819485	1	0.841093326330615
CASP8 MAP3K14 TMEM219	MAP3K14	9.708255592429557	6.620679956076177	3.0875756363533804	2	5.059428710159584
ACOT7 CASP8 DLC1 STK24	DLC1	8.018613536562292	4.6285610997641	3.390052436798193	3	3.9734910390776252
FNIP1 HSPA1A NR3C1 PTGES3 STAT3	FNIP1	12.480635105640992	9.884004252629559	2.596630853011434	6	6.844476067679687
BATF3 CEBPA KAT5 SMARCA4	BATF3	10.294832475905555	7.650066909276904	2.6447655666286485	3	5.25351244285865
BRD8 HDAC1 HELLS HIST1H2BG MBTD1	MBTD1	11.020377093498647	6.971640118361861	4.048736975136787	4	5.558873597525692
BCL2L11 GIMAP5	GIMAP5	6.549725417449826	4.730182135192196	1.81954328225763	1	3.3609727483966374
ADRB2 EGLN3 GPR37 HNRNPK PLCG1	GPR37	10.77386804163239	6.134497067941616	4.639370973690775	4	5.452869173609741
HIST1H4H RPS18 SCAF11 TUBG1	SCAF11	10.666792353696827	7.50535221920029	3.161440134496539	3	5.474549065108213
HIST1H3E HIST1H3G HIST1H4K PFKFB3 PHF1	HIST1H4K	14.953856857363508	11.915445873269276	3.0384109840942335	6	8.083658999107037
ID3 IFI16 RRP12	ID3	8.511343948078643	6.229154270897295	2.282189677181349	2	4.4599792303444294
ALDOA MYB NR1H3 SUMO2	ALDOA	10.294422326945044	8.076021721267544	2.2184006056775	3	5.6932059958821
AKR1B1 ENO1 GPX4 NAB1	GPX4	7.290285774977612	4.26763076739931	3.022655007578302	4	3.269719436064471
POR SNX8 UBXN6 ZC3H7B	SNX8	7.635582752854679	5.08512741003946	2.5504553428152206	3	3.6381951200299816
HSPA1A SAE1 WWOX	WWOX	11.082966142405168	9.216851132422626	1.866115009982541	2	5.894486498254191
CIITA KIF9 VPS52 XPO1	VPS52	12.14703635552684	9.360793924464321	2.7862424310625205	3	6.355966912057753
C1QTNF4 HIPK4	C1QTNF4	4.763128488951777	2.2904050197655668	2.47272346918621	1	2.0518695279483294
RALGAPA1 SLMAP	SLMAP	5.1435149777949665	2.5567307886348964	2.58678418916007	1	2.3870084073976674
KLHDC2 RPS18 SFN TRMT112	KLHDC2	8.373729942133867	6.276002916017135	2.0977270261167327	3	3.9604102192481365
FOXP1 NDFIP1 UNK USP34 ZNF669	ZNF669	10.937692292564606	8.544293928959119	2.3933983636054856	4	5.473728864758318
ARMC6 EGFR FCRL3 VARS	ARMC6	12.846192394917733	9.6068552922804	3.239337102637333	3	6.978560414980808
ACAT1 HSPA1A MAPK1 TMEM65 VCAM1	TMEM65	13.219161782448822	10.107191062292742	3.1119707201560796	4	7.231445815419551
ARAP3 BCAR1 CD2AP IL12B NCOR2	ARAP3	11.561312986337885	6.85728265031809	4.704030336019795	4	6.199776554688662
BRD8 EPC1 HIST1H2BG HIST1H3B HIST1H3E HIST1H3F	EPC1	14.32925095738289	9.473330112342426	4.8559208450404645	8	7.293658359188463
EVI5 RASIP1 RNF41 RRAS2	RRAS2	10.4246416986024	7.831305814633625	2.5933358839687752	3	5.1719092669865505
IL12B TYK2	TYK2	9.385207495742707	8.358156266762837	1.02705122897987	1	5.243703455651824
CDK4 CHERP EGLN3 KDM3B NUB1 PLOD1	NUB1	13.971792273593735	8.920218259961455	5.051574013632281	5	7.643942672355131
ATXN1 HSPA1A ST6GALNAC6 UBE2E3	ST6GALNAC6	11.562697773109809	7.92444703110991	3.6382507419998995	3	6.199348730943196
CAPN1 MYBPC3 NEURL4 SPZ1	MYBPC3	8.487852387425088	5.149702316171755	3.3381500712533327	3	4.302815083620659
CCDC85B DNM2 MYC SMC2 SSSCA1	SMC2	12.37476132288899	7.263992614523413	5.110768708365575	4	6.524784630596779
LDLR ZFP41	ZFP41	5.955292934022619	5.160683622700638	0.794609311321981	1	2.856536690102194
FZR1 KLC1 ORC3 SKP1	FZR1	11.334451917052878	6.2307671642370845	5.103684752815793	3	6.276346493524082
GIMAP8 SRP54	GIMAP8	5.263174103113037	4.325327240479646	0.937846862633391	1	2.4710743272767117
EGFR FCRL3 ST8SIA4 VARS	ST8SIA4	12.597694154251577	9.241133866743315	3.3565602875082634	3	6.731705886450084
DDX6 EPPK1 G3BP1 PDK1 PDK2	PDK2	11.474914353124548	7.7075582289110045	3.767356124213545	4	6.03769819559706
CHERP KDM3B PLOD1 SPAG8	SPAG8	11.406814073095823	7.242234940119619	4.164579132976205	3	6.110966356217746
ADAMTSL4 CHCHD2 HSD3B7 KRTAP10-3	HSD3B7	8.586018840138545	5.81016253591892	2.7758563042196243	3	4.114305366410958
FAM83G HIST1H1D MYL3 VCAM1 YWHAQ	MYL3	10.76995509278527	7.044533616651917	3.725421476133355	4	5.385841266024319
MAPK1 MYB STAT5A	STAT5A	13.762145303478604	10.305955842668382	3.456189460810223	3	7.6894963594009
ATXN1L CAMSAP2 LPIN3	ATXN1L	7.831134154114221	5.322320463779937	2.508813690334285	2	3.9580343834791485
CCDC155 CXCL10 CXCL9	CXCL9	8.642067033011838	6.271123616461068	2.370943416550769	2	4.39275353412025
COPA HLA-A SDHA	COPA	9.56642755026751	7.281090742708193	2.285336807559318	2	5.091834590775088
HIST1H1D HSPA1A IL33 IRAK4 MAPK1 VCAM1	IL33	14.67660745346037	10.766058038114844	3.910549415345529	5	7.824594656854633
HBS1L LAMTOR3 RPS18	LAMTOR3	7.899451996270015	5.701055087977267	2.1983969082927484	2	3.9084156176719813
IFT81 LTBR SPATA5L1	SPATA5L1	7.590821920062757	5.607462478384147	1.98335944167861	2	3.7245905577220086
CISD2 COX6B1 NDUFA6 NDUFB1 PVR	NDUFB1	9.467937996739568	6.445903965302833	3.0220340314367347	4	4.551802463948265
CHMP1A GPX7	CHMP1A	3.5726078987032386	1.8934455532399086	1.67916234546333	1	1.3491488745081495
IKZF1 LHX4 SLC5A10	SLC5A10	7.587916993475336	6.148619638332221	1.4392973551431147	2	3.729036683816811
ARHGAP26 ARHGAP31 ARHGEF3 CDC42	ARHGAP26	9.744315091078064	6.43727917770541	3.3070359133726543	3	5.027416716232186
CCDC36 FKBP6 GAPDH	FKBP6	5.866485404991899	3.5293195753657476	2.3371658296261515	2	2.5699619435436634
C11orf68 CPNE2 REL ZDBF2	ZDBF2	9.617474038100966	7.565351148241829	2.052122889859134	3	5.024729039020821
ACTL7A APP DNAJB7 SDF4	ACTL7A	7.8921752004429155	4.8556690392743	3.0365061611686155	3	3.7130795557813006
ACLY DPF2 MRM1 NPEPPS ZNF746	MRM1	11.902896008317436	8.437065403658702	3.4658306046587346	4	6.315958045427561
DKK3 INHBE	INHBE	4.364498580205297	4.195469738118909	0.169028842086388	1	1.8953327391583068
CTDSPL DKKL1 SLC38A1 TMPPE	SLC38A1	8.902681546133127	5.748841934170317	3.1538396119628107	3	4.408191067013418
MYO19 SSH2	MYO19	7.201346068610337	5.683251968776797	1.51809409983354	1	3.646767555361682
CCDC85B MAP7 SSSCA1	MAP7	8.48646039076301	5.001028975211677	3.4854314155513326	2	4.3477793985201245
CHEK2 HMGCS1 MAPK1 SLC22A5 SLC9A3R1	SLC22A5	10.48010045995637	6.483845029576387	3.9962554303799824	4	5.575442404200546
ARNT PPP2R1A TAB1 VPS13D	VPS13D	8.548066876307825	4.972564358992285	3.575502517315539	3	3.9560494349151716
CAMSAP2 LPIN3 NADK	CAMSAP2	8.433922897076759	6.023634309213634	2.4102885878631253	3	4.588003746596897
LACRT SLC2A6	SLC2A6	5.590292719234659	3.6990682504608987	1.89122446877376	1	2.8119525830915095
LTBR TRAF3	TRAF3	8.816629502670038	7.0083876436645385	1.8082418590055	1	4.62597729161894
BABAM1 RFXANK SHMT2	BABAM1	7.244184774884382	4.540146430442883	2.7040383444415	2	3.494454253668208
HSF2BP SART1 SCO2 SEPT2 SEPT9	HSF2BP	10.106635079395978	7.527199941875207	2.5794351375207727	4	5.011923928555316
QPCTL RNF2 SNRNP200 ZBTB9 ZFP64	QPCTL	10.470872574116	5.675876905980934	4.794995668135065	4	5.142792618599142
EIF5 IL7R PDHB STAT5B	PDHB	9.354372843558341	6.97117563296656	2.3831972105917814	3	4.7984788343034905
CLTC FCRL3 SIT1 VCAM1 ZAP70	SIT1	10.609609827862348	8.207107443573273	2.402502384289073	4	5.396712610282738
BAG6 FBXO7 HYOU1 ORC3 XRCC5	HYOU1	12.839907526463888	8.061383990620667	4.77852353584322	4	6.617580304662427
HIST1H1D LMNB1 PIAS2 VCAM1	PIAS2	10.277657566004702	6.011861892725756	4.265795673278945	3	5.095769564626767
FBXO3 KLC1 ORC3 SKP1	FBXO3	11.529803320274747	6.2831753986467405	5.246627921628007	3	6.463702033440356
PFDN6 WRAP73	WRAP73	7.081673920956823	5.098585759232283	1.98308816172454	1	3.5654292583497758
DNAL4 DYNLL1 GOLGB1 SCTR	SCTR	7.736715452005545	6.490282019463576	1.2464334325419697	3	3.568105448142521
RCOR1 SMARCA4	RCOR1	8.155256669333152	5.455306345032272	2.69995032430088	1	4.244357756250904
CCT6A METTL21B WDR12 WDR92	WDR12	12.998698361734817	9.47397021020285	3.5247281515319675	3	7.398023665391783
CCDC85B F12 RNF43 SSSCA1 UBE2D2	RNF43	11.012685252606241	6.873439952537961	4.13924530006828	4	5.71817351851789
CCDC85B SSSCA1 TPD52L2 TPD52L3	TPD52L3	8.868157409870092	6.11790594190542	2.7502514679646715	3	4.320143657563644
ATP9A RIC3 SLC30A7	RIC3	7.685654121612629	6.50706500576406	1.1785891158485688	2	3.7746529494111143
CAD CDKN2B TNFRSF1A	CDKN2B	8.5471292035955	5.168845086040327	3.3782841175551734	2	4.312521084504495
CDKL3 FZD9 MDFI SFI1	SFI1	7.354217608517007	3.96153547228527	3.3926821362317368	3	3.2860441855375884
CCDC85B SSSCA1 STK3 TRAF3IP3	TRAF3IP3	9.944276521015277	5.388861782818035	4.555414738197243	3	5.294500846658743
DCTPP1 SDCBP	DCTPP1	4.091633547966165	1.8982688057284345	2.19336474223773	1	1.692513118556811
CDKN2A EGR1 MAPK1 STAT3	CDKN2A	11.68708894447092	9.48769577534185	2.1993931691290705	3	6.565216245212681
ACOT7 ATXN1 HSPA1A UBE2E3	ACOT7	12.110871073746573	8.07440365806411	4.036467415682464	3	6.629125450942963
IL1RN PIPOX POT1	PIPOX	6.987566312671902	4.557908753342921	2.4296575593289824	2	3.3217414939376093
IFT52 SBF1 SLC35E1	SLC35E1	7.344420675519617	4.3333279140051815	3.0110927615144347	2	3.5059436507364152
FAM83G YWHAH	FAM83G	6.91860603251288	3.4800415493069097	3.43856448320597	1	3.702481506408911
CXCR5 DRD5 GNA13	DRD5	8.163627674373515	5.492949764952811	2.6706779094207054	2	4.025816068023792
AGAP2 HNRNPK PLCG1 RASAL3	RASAL3	11.99621680251211	8.321974983327591	3.6742418191845214	3	6.6668616202403
POLD3 REV1	POLD3	3.2462394571401707	3.1125608823745945	0.133678574765576	1	1.019860132960858
GNB2 KCNJ9 PFDN6 WRAP73	KCNJ9	9.250085515360908	5.749693085660055	3.5003924297008515	4	4.831302049661288
DCPS LSM2 PHGDH	PHGDH	10.661436133116625	8.525368787831795	2.13606734528483	2	6.039989665236399
AFF1 DDX6 MED26 SHMT1	AFF1	12.320355334482604	9.11234767694153	3.2080076575410743	3	6.856429353697974
ATXN1 HSPA1A UBE2E3	ATXN1	11.745086454729787	7.579980440372557	4.165106014357229	2	6.421394382949244
LTBR PPP3R1 SRBD1 TRAF3	SRBD1	9.998691039236517	7.863106564292764	2.135584474943751	3	5.025846772845385
POGLUT1 PTPRK	PTPRK	6.445391867296071	5.615213958039211	0.83017790925686	1	3.336479087534277
DOHH STARD7	DOHH	4.060431781573947	3.9356862554470005	0.124745526126947	1	1.6515778593859636
BCDIN3D DAXX GOLGA2 SCFD1 ZFP2	BCDIN3D	9.642228419333419	4.693408882582	4.94881953675142	4	4.592550412314844
BAG6 FAM173A KIF21B	FAM173A	11.184957477212663	8.918875897867062	2.2660815793455997	2	6.175881159099227
CHEK2 MAPK1 MECR RARA	MECR	10.535017576908842	6.70253019513482	3.8324873817740235	3	5.534993329836328
DNAJC4 EGFR FCRL3 VARS	DNAJC4	12.621611553258145	9.392826343321525	3.2287852099366203	3	6.944081538306055
RFXANK SHMT2 SPRYD4 YARS	SPRYD4	8.206639721911412	5.359875036334611	2.8467646855768014	3	3.9650955002046953
ABHD16A CYP1A2	CYP1A2	9.563333847129748	7.337349960706918	2.22598388642283	1	5.270765344106604
DGUOK SLC12A5	SLC12A5	7.6871598026261045	5.660341647010655	2.02681815561545	1	4.151470077208598
IFI16 IQGAP1 RRP12 SAP18	SAP18	10.080467532258576	7.20578740139697	2.874680130861606	3	5.303238055851178
CLTC HIST1H1D TRAFD1 VCAM1	TRAFD1	10.9061710838076	7.699529546982385	3.2066415368252152	3	5.744690025938141
CLIC1 SDF2L1	SDF2L1	8.872734590697906	7.4884879276187855	1.38424666307912	1	4.775760121667323
CDK4 CHERP EGLN3 KDM3B PLOD1 SKA3	SKA3	14.086428865966445	9.036471637007608	5.049957228958837	5	8.070312178622558
DAXX HIST1H1B HIST1H3A PHF1	HIST1H1B	11.725943862878324	9.667527707979394	2.0584161548989313	3	6.278975104113909
ARHGDIA C4orf32 GRB2 LINGO1 PIK3R2 VAV1	C4orf32	12.626478250706441	8.12250486770881	4.503973382997631	5	6.401054694916607
MARCKSL1 SCRN2	SCRN2	7.01609561433003	4.70598109522807	2.31011451910196	1	3.454539406863311
ACTL8 DNM2 MYC STAT3	ACTL8	12.365398117369496	8.900049154577996	3.465348962791501	3	6.886487876521933
APP DNAJB7 POLE3 SDF4	POLE3	7.931530835355611	4.695184197919065	3.236346637436546	3	3.769181097951899
EPS15L1 SBNO1	SBNO1	8.397737111156063	7.376323192130283	1.02141391902578	1	4.683272010375965
DDX42 NXF1 RPS6KA4 ULK3	ULK3	7.724712296171958	4.686042725347596	3.038669570824363	3	3.5046818806209497
BCL2 ITLN1 KEAP1 SP3	SP3	8.077822317644006	6.559842518476319	1.517979799167687	3	3.958704251126232
BAG6 DRG1 MAST3 TRIM14	MAST3	14.788332319048493	10.576917886517634	4.211414432530859	3	8.1018639125327
GC LRIF1	GC	3.8748688669966125	1.9203883544577425	1.95448051253887	1	1.4343104727891967
CDK4 CORO1C IQGAP1	CORO1C	10.182953566306011	8.386947847110774	1.7960057191952379	2	5.33554516465145
GABRG2 ZDHHC3	GABRG2	3.2606016386077195	1.6250427619356795	1.63555887667204	1	1.0521724693648236
CHAF1A HIST1H2BI HIST1H3B RPL3 RPS3	RPL3	10.649832128451976	7.308561515554206	3.34127061289777	4	5.46368061857844
FKBP5 RGS11	RGS11	3.4988255148054406	1.9225930037069705	1.57623251109847	1	1.1642223945345656
CERS2 ELOVL4 VAMP1	CERS2	6.799579335527277	3.8521086209594557	2.9474707145678205	2	3.2445449343457984
GBAS HSPA1A MAP1LC3B	GBAS	10.787715466893026	8.483252126967429	2.3044633399255976	2	5.852302003251695
GRB2 IL2 JAK1 PIK3R2	IL2	12.541815128229976	9.041768829067305	3.5000462991626686	3	7.118070611007722
AMN APOA1 APOC3	AMN	7.514949819000947	4.672496847055649	2.842452971945297	2	3.6564831322357882
